"sourceCollection","id","model","mediaType","title","prompt","authorName","authorUsername","likes","views","retweets","postedAt","cdnImage","cdnImages","rawImage","rawImages","sourceUrl"
"images","2074856963591290979","other","image","This is a highly photorealistic, high-fashion full-body p...","This is a highly photorealistic, high-fashion full-body portrait with an overall dark-toned, dreamy, and hazy atmosphere, filled with the flowing beauty of light and shadow. The scene uses refined artificial lighting that is soft yet richly layered, with sparkling highlights, crystal-clear reflections, and a subtle lomo film texture in certain areas, creating a surreal and luxurious fashion mood that feels both realistic and dreamlike.

The subject is a young adult Taiwanese woman with short pink-and-white blended hair and side-swept bangs. She has delicate, beautiful features, a well-defined bone structure, and facial lines that are both soft and sculptural. She has a naturally curvy, elegant, and well-proportioned figure, with an overall presence that feels mature, confident, and relaxed. Her skin has a cool fair matte quality, looking smooth and translucent while still preserving realistic skin texture. Her makeup is refined and soft, with rosy cheeks, moist dreamy eyes, and an expression that carries a hint of laziness, aloofness, and world-weary indifference, giving her an aura that feels both sophisticated and mysterious.

Her face features intricate decorative makeup details, including a huadian ornament on the forehead, floral ornaments at the outer corners of the eyes, heart-shaped facial decorations, and small artistic pig-pattern facial elements. These embellishments are naturally integrated into the overall high-end makeup look, with delicate shimmer and pearlescent textures. They should feel refined, luxurious, and elegant, never cheap or cartoonish.

The composition is shot from a low angle, with the subject’s full body visible and facing the camera directly. She extends one hand toward the lens, with long slender fingers and delicately manicured long nails, creating a strong foreground blur and a clear sense of perspective, making the image more visually dynamic. Her pose is elegant and confident, with the visual language of a high-end fashion editorial.

The overall color palette is dominated by rich, dark tones, accented with nude pink, skin-tone hues, pearlescent highlights, silvery-white reflections, and sparkling details. The image has a low-contrast tonal range, with soft focus, haze, luminosity, and a luxurious finish, resembling a meticulously retouched fashion editorial. The photo should feel highly realistic, rich in detail, with natural skin texture, in 8K ultra-high definition, with a trendy high-end internet aesthetic, vertical 9:16.","BubbleBrain","BubbleBrain","110","7546","7","8d","images/2074856963591290979/0.webp","[""images/2074856963591290979/0.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074856963591290979/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074856963591290979/0.webp""]","https://x.com/BubbleBrain/status/2074856963591290979"
"images","community_29e186a0-4315-433b-8e6b-5fa80873fa65","GPT Image","image","Create an ultra-detailed monochromatic red fingerprint po...","Create an ultra-detailed monochromatic red fingerprint portrait of the subject from the reference photo. The artwork should be meticulously constructed from thousands of overlapping human fingerprint impressions, varying in pressure, opacity, scale, and rotation to create realistic shading, depth, and facial definition. Every facial feature must remain highly recognizable while seamlessly blending into the fingerprint texture.
The portrait should depict a young male football player with a calm, serious, and determined expression, looking slightly upward. Preserve his short black fade haircut, thick eyebrows, almond-shaped dark eyes, straight nose, defined jawline, medium-full lips, and athletic facial proportions. Maintain a neutral facial expression without smiling.
The entire artwork should use a limited monochromatic crimson-red color palette, inspired by forensic fingerprint ink. Employ delicate fingerprint ridge patterns, stippling, fine engraving lines, and subtle cross-hatching to create smooth tonal transitions. Facial skin should feature extremely fine fingerprint textures, while deeper shadows use denser overlapping fingerprint impressions for dramatic contrast.
The football jersey should also be composed of layered fingerprint marks with slightly larger fingerprint impressions than those used on the face. Preserve the folds, collar, and realistic fabric draping while simplifying unnecessary details. The Moroccan national team jersey should be subtly recognizable through its silhouette and stitching, but remove all logos, sponsors, brand marks, badges, numbers, and text so the jersey appears clean and minimal.
The lower portion of the portrait should gradually dissolve into scattered fingerprint impressions, creating an elegant fading transition rather than a hard crop. The fingerprint marks should become increasingly sparse toward the bottom edges.
The background must be clean warm ivory or light beige paper, completely free from texture, patterns, gradients, borders, frames, decorative elements, calligraphy, signatures, watermarks, logos, or any typography. Leave generous negative space surrounding the portrait for a refined gallery presentation.
Lighting should be soft and frontal with balanced illumination, emphasizing facial contours through fingerprint density rather than harsh shadows. The composition should be centered and symmetrical, creating a museum-quality fine art print aesthetic.
Overall style: hyper-detailed forensic fingerprint art, handcrafted printmaking, engraved illustration, monochromatic crimson ink, minimalist fine art poster, highly realistic facial likeness, elegant negative space, premium gallery-quality portrait.
Aspect ratio: 4:6 (vertical)
Quality: Ultra high resolution, 8K, razor-sharp fingerprint ridge detail, photorealistic facial proportions, museum-quality print.of CRISTIANO  RONALDO","Ayush Singh","user_a02779f8","0","0","0","8d","images/community_29e186a0-4315-433b-8e6b-5fa80873fa65/0.webp","[""images/community_29e186a0-4315-433b-8e6b-5fa80873fa65/0.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_29e186a0-4315-433b-8e6b-5fa80873fa65/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_29e186a0-4315-433b-8e6b-5fa80873fa65/0.webp""]","https://x.com/user_a02779f8/status/community_29e186a0-4315-433b-8e6b-5fa80873fa65"
"images","community_50867cc9-9346-439f-bf55-9376a96eca03","Nanobanana Pro","image","A solitary, ancient lighthouse, its weathered stone and i...","A solitary, ancient lighthouse, its weathered stone and intricate details sharply defined, stands sentinel on a craggy, windswept cliff. Below, a turbulent sea churns violently, waves crashing against the rocks. The sky is a dramatic canvas of storm clouds, illuminated by a single, powerful beam of light from the lighthouse that pierces the gloom. Rendered in a hyperrealistic, editorial-grade style, emphasizing grandeur and isolation with cinematic lighting, ultra-high detail, and a wide-angle lens.","DexterJani","user_4f95f958","0","0","0","8d","images/community_50867cc9-9346-439f-bf55-9376a96eca03/0.webp","[""images/community_50867cc9-9346-439f-bf55-9376a96eca03/0.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_50867cc9-9346-439f-bf55-9376a96eca03/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_50867cc9-9346-439f-bf55-9376a96eca03/0.webp""]","https://x.com/user_4f95f958/status/community_50867cc9-9346-439f-bf55-9376a96eca03"
"images","community_1824829b-5952-475d-8cc3-d29d45384117","GPT Image","image","Ultra-realistic IMAX-level Netflix-style cinematic footba...","Ultra-realistic IMAX-level Netflix-style cinematic football magazine poster portrait, 9:16 vertical composition, a confident young woman featured as the face of a special edition  national football team campaign poster for 2026, wearing a custom USA-inspired football fashion outfit designed from that country’s national flag colors, football culture, traditional visual motifs and modern teamwear aesthetics, her luminous fair milky skin and ultra-smooth natural skin texture glowing under premium studio lighting, her hairstyle styled in a bold modern sports-editorial look with color accents inspired by the USA flag, her face showing fearless confidence, proud competitive emotion, sharp direct eye contact, softly parted lips and powerful national-team energy, wearing an oversized football bomber jacket or athletic track jacket in USA team colors, a fitted sports crop top or football jersey-inspired top with national color stripes, subtle emblem-style graphic details, matching fitted sport shorts or athletic skirt, delicate accessories and optional artistic tattoo details inspired by local patterns, standing in a strong fashion-athlete pose with hands tucked into the jacket pockets or resting confidently at her sides, behind her a clean cream or textured poster background filled with oversized bold typography reading “USA FOOTBALL 2026”, dynamic editorial text blocks, flag-inspired graphic lines, tactical football diagrams, stadium map elements, national symbols, abstract cultural patterns, badge-style icons, football campaign slogans and premium sports-magazine layout details, all customized to visually represent USA without changing the cinematic fashion-poster style, ultra-rich color with the country’s flag palette enhanced through deep shadows, glossy highlights, creamy whites, bold typography contrast and premium print texture, realistic nylon fabric folds, sharp hair strands, detailed eyes, natural skin highlights, HDR lighting, global illumination, photorealistic rendering, luxury football campaign aesthetic, award-winning sports poster composition, high-fashion FIFA-style editorial atmosphere, masterpiece quality, 8K production detail. Negative Prompt: bad anatomy, extra fingers, distorted hands, blurry face, plastic skin, emotionless expression, messy typography, misspelled country name, wrong flag colors, incorrect national symbols, warped logo elements, cartoon, anime, CGI look, watermark, low quality.","Klaude Smith","user_32816ef5","0","0","0","8d","images/community_1824829b-5952-475d-8cc3-d29d45384117/0.webp","[""images/community_1824829b-5952-475d-8cc3-d29d45384117/0.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_1824829b-5952-475d-8cc3-d29d45384117/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_1824829b-5952-475d-8cc3-d29d45384117/0.webp""]","https://x.com/user_32816ef5/status/community_1824829b-5952-475d-8cc3-d29d45384117"
"images","community_ac1acc73-4c2c-4507-a3d5-a5862ca78513","Agnes 2.1 Flash","image","A striking portrait of a woman captured in a soft-focus, ...","A striking portrait of a woman captured in a soft-focus, ethereal gaze, her face illuminated by a warm, golden-hour glow that creates a halo effect around her silhouette. She wears intricate traditional Indian jewelry, including a prominent maang tikka and ornate pearl-encrusted earrings, which catch the light with delicate specular highlights. The background features a soft, bokeh-blurred interior with hints of floral garlands, suggesting a festive environment. The image utilizes a heavy diffusion filter to soften the skin texture and enhance the dreamlike quality of the light, which wraps around the subject’s features with gentle subsurface scattering. The composition is a tight close-up, emphasizing her expressive eyes and the warm, opulent color palette of gold, cream, and deep magenta.

* **Style:** Cinematic film still, soft-focus portraiture
* **Key elements:** Traditional Indian jewelry, maang tikka, pearl earrings, floral garlands, dreamlike glow
* **Lighting:** Warm golden-hour key light, high-key diffusion, soft backlight
* **Camera:** Close-up shot, 85mm portrait lens, wide aperture for shallow depth of field","Klaude Smith","user_32816ef5","0","0","0","8d","images/community_ac1acc73-4c2c-4507-a3d5-a5862ca78513/0.webp","[""images/community_ac1acc73-4c2c-4507-a3d5-a5862ca78513/0.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_ac1acc73-4c2c-4507-a3d5-a5862ca78513/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_ac1acc73-4c2c-4507-a3d5-a5862ca78513/0.webp""]","https://x.com/user_32816ef5/status/community_ac1acc73-4c2c-4507-a3d5-a5862ca78513"
"images","community_ab9462ad-89dd-4822-8d53-c54308e5fbb4","Nanobanana Pro","image","Futuristic research laboratory where scientists interact ...","Futuristic research laboratory where scientists interact with a glowing holographic digital twin of a complex system (city, human body, or industrial plant), surrounded by floating layers of real-time data visualization — flowing particle networks, translucent charts, neural-like connection lines. Cool blue and cyan tones with warm amber data highlights, cinematic lighting, shallow depth of field, ultra-detailed, photorealistic, 8k, style of sci-fi documentary photography, wide shot, sense of scientific optimism and precision --ar 16:9 --style raw --v 6","Pietro Hudzowski","user_017307f7","0","0","0","8d","images/community_ab9462ad-89dd-4822-8d53-c54308e5fbb4/0.webp","[""images/community_ab9462ad-89dd-4822-8d53-c54308e5fbb4/0.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_ab9462ad-89dd-4822-8d53-c54308e5fbb4/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_ab9462ad-89dd-4822-8d53-c54308e5fbb4/0.webp""]","https://x.com/user_017307f7/status/community_ab9462ad-89dd-4822-8d53-c54308e5fbb4"
"images","community_9e0bdcf7-28d1-46df-8fe8-508b6d31e681","GPT Image","image","A stylish skinhead man from the reference, poses in a hig...","A stylish skinhead man from the reference, poses in a high-fashion aesthetic, wearing circular rose-tinted sunglasses and an oversized, textured sherpa coat featuring a bold violet and orange color-blocked design. The subject is positioned against a vibrant, seamless gradient backdrop shifting from warm magenta to golden yellow, creating a clean studio isolation effect. Soft, diffused lighting wraps around the subject’s facial features, emphasizing subsurface scattering on the skin while minimizing harsh shadows. The thick, tactile pile of the synthetic fleece absorbs light, providing a rich contrast to the translucent, reflective surface of the rose-colored lenses. The composition is a sharp, centered portrait that prioritizes saturated color harmony and minimalist visual impact.

* **Style:** High-fashion studio photography, editorial portraiture
* **Key elements:** Color-blocked sherpa coat, rose-tinted sunglasses, fade haircut, gradient backdrop
* **Lighting:** Soft-box diffused, front-facing, warm color temperature
* **Camera:** Medium close-up, 85mm lens, eye-level angle","o_0","user_714a8977","0","0","0","8d","images/community_9e0bdcf7-28d1-46df-8fe8-508b6d31e681/0.webp","[""images/community_9e0bdcf7-28d1-46df-8fe8-508b6d31e681/0.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_9e0bdcf7-28d1-46df-8fe8-508b6d31e681/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/community_9e0bdcf7-28d1-46df-8fe8-508b6d31e681/0.webp""]","https://x.com/user_714a8977/status/community_9e0bdcf7-28d1-46df-8fe8-508b6d31e681"
"images","2074848565151642013","GPT Image","image","Create a 9:16 high-end blurred reveal portrait poster wit...","Create a 9:16 high-end blurred reveal portrait poster with a cinematic identity-poster feeling.

Fill in the concept:

Theme: [RED WINDOW / VEIL GAZE / HALF SIGNAL / DISSOLVE IN GRAY]
Subject: [female model / male model / artist / fashion figure]
Color palette: [charcoal gray / fog white / black / deep red / silver gray]
Reveal area: [vertical frame / horizontal eye band / half-face window / profile focus box]
Main title: [custom original title]
Supporting text: [3–5 short original phrases]

The poster should be built around a strong contrast between a blurred portrait and one sharp reveal area.
Most of the face or body should feel hidden by soft focus, fog, grain, shadow, or translucent blur, while one selected fragment stays sharp and memorable: the eyes, half of the face, a red clothing detail, a hand gesture, or a profile detail.

Use a clean editorial layout with refined typography, thin frame lines, soft film grain, muted contrast, and strong negative space.
The typography should feel custom, minimal, cinematic, and integrated into the poster system.

4 directions:

1. RED WINDOW
   A dark gray blurred portrait background with a tall vertical reveal window.
   Inside the window, show a sharp full-color fragment of a female model wearing a deep red leather jacket or red structured fashion coat.
   The background figure remains ghost-like and out of focus.
   Use original text such as: 

2. VEIL GAZE
   A fogged-glass portrait with the face mostly hidden by mist, grain, and soft blur.
   Only the eye area remains sharp inside a thin horizontal frame.
   The mood should feel quiet, mysterious, and psychological.
   Use original text such as: 

3. HALF SIGNAL
   A monochrome male identity poster.
   The full portrait is heavily blurred, while one narrow vertical frame reveals a sharp half-face fragment: one eye, cheekbone, nose bridge, and part of the mouth.
   The mood should be cold, minimal, and cinematic.
   Use original text such as: 
4. DISSOLVE IN GRAY
   A black-and-white blurred profile portrait.
   The figure is mostly soft, grainy, and misted, with a thin rectangular reveal frame around the eye or side-face area.
   The image should feel like a memory fading into gray, not a colorful glitch effect.
   Use original text such as: 

Overall mood: cinematic, psychological, fashion editorial, muted, mysterious, refined, high-end poster design.","Larus Canus","MrLarus","405","34250","62","8d","images/2074848565151642013/0.webp","[""images/2074848565151642013/0.webp"",""images/2074848565151642013/1.webp"",""images/2074848565151642013/2.webp"",""images/2074848565151642013/3.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074848565151642013/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074848565151642013/0.webp"",""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074848565151642013/1.webp"",""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074848565151642013/2.webp"",""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074848565151642013/3.webp""]","https://x.com/MrLarus/status/2074848565151642013"
"images","2074837403714588684","GPT Image","image","主題：","主題：
夜更けのサテン

人物・表情：
20代女性。明確に成人した落ち着きのある雰囲気で、幼さを感じさせない。暗めブラウンのミディアムヘア、薄い前髪を自然に下ろし、毛先は軽く内側へ流れる。日系写真らしい清透で控えめなメイク、自然な肌の質感と血色を残す。顔はカメラに向け、目線はまっすぐ、表情は静かで少し緊張感のある落ち着いた印象。

服装・ポーズ：
黒のサテン素材のキャミソールドレス。露出は控えめで、胸元や腰まわりは自然に覆われている。肩からベージュの薄手カーディガンを羽織り、黒の細いストラップヒールを履く。白いベッドの上に斜め向きで座り、上半身は枕側へ少し寄せる。人物自身の右手は画面左側のシーツに軽く置き、左手はカーディガンの襟元を自然につまむ。片膝を体の前で立て、もう片脚は画面手前へ長く伸ばす。脚のラインで奥行きを作るが、ポーズはファッション写真として上品に見せる。

背景・光：
都市部にある小さなホテルの一室。白い枕としわのある白い掛け布団、奥に黒いヘッドボード、画面右奥に木製のサイドテーブル。テーブルには小さな間接照明と黒い電話のような備品を置くが、文字やロゴは読めない。夜の室内で、カメラ側から弱い直射フラッシュが入り、顔・肩・サテンの表面・シーツのしわに硬めのハイライトを作る。背景の壁とヘッドボードは暗く沈み、人物の右側とシーツの谷に細い影が落ちる。

構図・カメラ：
縦構図。ベッドの足元側から見下ろす近距離スナップ。人物は画面中央やや上、白いシーツを広く見せ、脚が画面下から中央へ斜めに入る。顔にピントを合わせ、手前の脚とヒールには近距離撮影らしい自然な存在感を出す。スマホの広角寄りに近い軽い遠近感を残すが、顔や手足は歪ませない。人物占比は約70%、背景は最小限に整理する。

質感・スタイル：
高品質な日系写真表現。夜のホテル室内、直射フラッシュ、低照度のざらつき、白いシーツの布感、黒サテンの控えめな光沢、カーディガンの柔らかい編み地を丁寧に表現する。肌は自然な毛穴と陰影を残し、過度に磨かない。色調は低彩度、白・黒・ベージュ・肌色を中心に、少しだけフィルム粒子を加えたリアルな仕上がり。

ネガティブ：
未成年に見える顔、幼態化、過度な露出、裸、余分または欠けた指、手足の融合、脚の不自然な長さ、関節の破綻、ヒールと足の接触不良、不自然な重力、シーツとの接触影の欠落、顔の崩れ、プラスチック肌、過度な美肌補正、過度なHDR、ロゴ、文字、透かし、不要な人物や小物。","Prompt アトリエ｜AI画像プロンプト","CyberTotal2026","192","14718","12","8d","images/2074837403714588684/0.webp","[""images/2074837403714588684/0.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074837403714588684/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074837403714588684/0.webp""]","https://x.com/CyberTotal2026/status/2074837403714588684"
"images","2074832864739545423","other","image","Retro motorsport poster for [LADA VESTA], 4:5 vertical. S...","Retro motorsport poster for [LADA VESTA], 4:5 vertical. Show a front-facing low-angle hero view of the [RED] [LADA VESTA], centered in the composition on [MOSCOW]. Build the background with minimalist scenic depth and layered graphic design elements: a large sun shape, overlapping geometric blocks, angled panels, soft stripes, translucent shapes, and clean negative space, all blended into the scenery. Add a bold title reading “LADA VESTA” at the top, a small [LADA] logo, and a short slogan reading “LADA VESTA”. Use [RED], vintage print fading, distressed paper texture, subtle scratches, slightly sun-bleached tones, crisp automotive detail, poster-style symmetry, and a refined race-inspired editorial finish.","Simply Ray","kingofdairyque","56","1966","8","8d","images/2074832864739545423/0.webp","[""images/2074832864739545423/0.webp"",""images/2074832864739545423/1.webp"",""images/2074832864739545423/2.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074832864739545423/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074832864739545423/0.webp"",""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074832864739545423/1.webp"",""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074832864739545423/2.webp""]","https://x.com/kingofdairyque/status/2074832864739545423"
"images","2074831505826971781","GPT Image","image","An ultra-realistic selfie photograph, where the subject i...","An ultra-realistic selfie photograph, where the subject is personally holding the smartphone with one hand, taking their own selfie. The camera viewpoint is exactly from the smartphone lens, positioned only a few inches away from the subject's face using a 14mm ultra-wide smartphone selfie camera.

The subject's left arm is fully extended toward the camera, clearly showing that they are holding the phone. The hand and forearm dominate the extreme foreground, appearing oversized due to the ultra-wide lens perspective, with natural foreground blur. The phone itself is mostly outside the frame, with only a tiny edge or corner of the phone barely visible, making it obvious that the image is being captured as a selfie.

The subject is looking directly into the smartphone lens, giving a playful one-eye wink with a subtle confident smile.

Full-body standing pose, slight forward lean toward the camera, relaxed shoulders, casual posture.

White seamless cyclorama studio background, soft diffused daylight studio lighting, realistic skin texture, premium fashion editorial photography.

Pink crop top, relaxed blue jeans, white sneakers, pink sunglasses resting on the head, minimal silver jewelry.

IMPORTANT: The composition must unmistakably look like a real smartphone selfie, NOT a photographer standing in front of the subject. The camera must feel attached to the subject's outstretched arm. Extreme smartphone selfie perspective, oversized foreground hand, face centered behind the arm, authentic selfie composition.

Sony A7R V quality, ultra photorealistic, Vogue editorial, HDR, 8K, shallow depth of field, natural colors.","Cherry 2.O","Mind_Boticni","99","7645","6","8d","images/2074831505826971781/0.webp","[""images/2074831505826971781/0.webp"",""images/2074831505826971781/1.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074831505826971781/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074831505826971781/0.webp"",""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074831505826971781/1.webp""]","https://x.com/Mind_Boticni/status/2074831505826971781"
"images","2074828092447903833","other","image","do this for [Franchise], 16:9 STATES:    S0: input_franch...","do this for [Franchise], 16:9 STATES:    S0: input_franchise($ franchise)   S1: infer_lead_character -> dynamic pose, expressive, central focal   S2: infer_ensemble(4-6) -> including antagonist (opposing) and deep cut (small edge), scale by importance   S3: infer_backdrop -> iconic setting with depth and light   S4: infer_motifs -> 4 signature symbols integrated into composition   S5: infer_palette -> cohesive key-art palette, one dramatic accent   S6: define_anime_style -> cel-shaded flats, hard shadows, controlled line weight, screentone, expressive eyes, bloom highlights   S7: assemble_composition -> key-visual poster layout, strong diagonal/centered, figures vs negative space   S8: add_title_treatment -> stylized logo + tagline, credits strip   S9: apply_cel_lighting -> directional cel shadows and rim glow, flat illustration, no photo texture   S10: render_final_key_art -> one image OUTPUT: S10.","Gadgetify","Gdgtify","11","466","1","8d","images/2074828092447903833/0.webp","[""images/2074828092447903833/0.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074828092447903833/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074828092447903833/0.webp""]","https://x.com/Gdgtify/status/2074828092447903833"
"images","2074827621154558334","other","image","[Character Name] She wears a skin-tight potato sack that ...","[Character Name] She wears a skin-tight potato sack that clings to her body and reveals her collarbone. Her arms are raised above her head, suggesting a sense of freedom or stretching. The scene is set during the golden hour, when beautiful, cinematic lighting casts long shadows and a warm glow across the meadow. Tall grass sways gently in the breeze, and the soft-focus background blurs the distant landscape, emphasizing the character. The image is highly detailed, focusing on the texture of the clothing and natural surroundings to create a serene and atmospheric mood.","Olivia Bernardo","livybabie","33","1770","0","8d","images/2074827621154558334/0.webp","[""images/2074827621154558334/0.webp"",""images/2074827621154558334/1.webp"",""images/2074827621154558334/2.webp"",""images/2074827621154558334/3.webp""]","https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074827621154558334/0.webp","[""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074827621154558334/0.webp"",""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074827621154558334/1.webp"",""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074827621154558334/2.webp"",""https://raw.githubusercontent.com/mrslimslim/awesome-prompt/main/images/2074827621154558334/3.webp""]","https://x.com/livybabie/status/2074827621154558334"
